cell,dates,nums_cr,pages_table_start,line_order,title
 confirmation CTBX en vertical intersection files 6 et E Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 47 240614.doc 4 Pour action Observations,['07-01-2014'],[47],[231],2,BC
 confirmation drain en périphérie des locaux techniques,['17-12-2013'],"[23, 24, 25, 26, 27, 28]","[124, 129, 135, 141, 147, 153]",18,BC
 confirmation pour les plots de départ : modèle LMP,['07-01-2014'],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65]","[129, 135, 141, 147, 153, 159, 165, 171, 177, 183, 195, 201, 213, 219, 231, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308, 314, 320, 326, 340, 347, 353]",21,BC
 confirmation pour les plots de départ : modèle LMP Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 62 071014.doc 4 Pour action Observations,['07-01-2014'],[62],[332],1,BC
" confirmer la date de pose du châssis de désenfumage vestiaires individuels, la date du 07/11/14 pour le remplissage du bassin ludique, la date du 12/11/14 pour le remplissage du bassin sportif",['14-10-2014'],[63],[340],9,BC
" confirmer la date de pose du châssis de désenfumage vestiaires individuels, la date du 07/11/14 pour le remplissage du bassin ludique, la date du 12/11/14 pour le remplissage du bassin sportif. 21/10/14 : châssis de désenfumage semaine 44 y compris coffret de commande",['14-10-2014'],[64],[347],8,BC
 confirmer les fils d’eau sortie bâtiment pour le 17/09/13,['10-09-2013'],[9],[42],11,BC
 confirmer les possibilités de passages de réseaux dans les poutres (contraintes de percement),['07-01-2014'],[24],[129],17,BC
 conserver les profondeurs de bassin projet,['04-03-2014'],"[31, 32]","[171, 177]",25,BC
 cotes intérieures architecte des cours anglaises validées par MQB,['03-09-2013'],"[8, 9, 10, 11, 12, 13]","[38, 43, 48, 53, 58, 64]",9,BC
 couper tous les aciers en attente inutiles et les passiver,['18-02-2014'],"[29, 30, 31, 32, 33, 35, 36]","[159, 165, 171, 177, 183, 195, 201]",25,BC
" cour anglaise de ventilation, surface plan architecte validé à reporter en réservation en voile avec AS à",['17-09-2013'],"[11, 12, 13, 14]","[53, 58, 64, 70]",11,BC
 crochets pour filets de couverture fixés dans la charpente. Voir après dépose reprise éventuelle,['15-04-2014'],"[43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[213, 219, 231, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308]",10,BC
" dernier rappel, nettoyer sous-sol avec MQB, EAS et DEVRED",['16-12-2014'],"[72, 73, 74, 75]","[388, 394, 400, 405]",4,BC
 diffuser DICT,['26-06-2013'],"[1, 2]","[3, 7]",1,BC
 diffuser convention de prêt de grue,['18-02-2014'],"[29, 30, 31]","[159, 165, 171]",22,BC
 diffuser fiche technique projecteur immergé à DEVRED + un plan avec les attentes électriques,['24-09-2013'],[11],[53],13,BC
 diffuser proposition de coffrage sur angle bassin ludique,['14-10-2014'],[63],[340],10,BC
 diffusion fond de plan GO fondations et infrastructure pour le 25/07/13,['10-07-2013'],"[3, 4]","[11, 16]",4,BC
 diffusion fond de plan GO superstructures pour le 15/08/13,['10-07-2013'],"[3, 4, 6, 8, 9]","[11, 16, 27, 37, 42]",5,BC
 débarrasser et nettoyer le parking (1 ère partie côté bâtiment) avec remplacement des bennes par une seule à positionner sur la 2 ème partie de parking,['07-10-2014'],"[62, 63]","[332, 340]",8,BC
" en qualité de gestionnaire du compte prorata, remettre clôture de chantier",['26-08-2014'],[56],[294],16,BC
" escalier accès scolaire en béton balayé, la rampe d’accès en béton désactivé",['14-01-2014'],"[25, 26, 27, 28, 29, 30, 31]","[135, 141, 147, 153, 159, 165, 171]",19,BC
 faire calfeutrement autour canalisation goulotte bassins avant chape,['10-06-2014'],[47],[231],9,BC
 faire carottage pour alimentation et évacuations des 2 pédiluves en ∅110 (2 à l’axe de chaque pédiluve + 1 par caniveau),['11-03-2014'],[32],[177],23,BC
 faire chanfrein sur maçonnerie,['23-09-2014'],[60],[320],7,BC
 faire chanfrein sur nez de marche accès scolaire,['18-11-2014'],[68],[371],4,BC
 faire finition enduit sur maçonnerie entre les deux vestiaires,['15-07-2014'],"[50, 51, 52, 53, 54, 55, 56, 57, 58]","[250, 257, 264, 272, 280, 287, 294, 301, 308]",15,BC
 faire finition sur reprise coulage poutre accès zone déchaussage (verticale droite),['08-07-2014'],"[49, 50, 51, 52, 53, 54, 55]","[244, 250, 257, 264, 272, 280, 287]",12,BC
 faire modification largeur rampe accès PMR scolaire pour largeur 140cm en cassant la tête de libage et en ajoutant du ferraillage avant coulage béton désactivé,['30-09-2014'],"[61, 62, 63, 64, 65]","[326, 332, 340, 347, 353]",6,BC
 faire nettoyage chantiers + abords,['25-02-2014'],[30],[165],25,BC
 faire plan de sortie réseaux EU/EV sous dallage en galeries techniques pour syn- thèse avec lot plomberie,['03-09-2013'],[8],[37],8,BC
 faire rattrapage des quais avant finition carrelages,['21-10-2014'],[64],[347],9,BC
 faire relevé tête de bassin sportif existant,['25-02-2014'],[30],[165],27,BC
 faire remblai contre cour de service pour permettre accès,['18-02-2014'],"[29, 30]","[159, 165]",21,BC
" faire remblai contre cour de service pour permettre accès. 04/03/14 : améliorer l’accès, à faire depuis la rue",['18-02-2014'],"[31, 32, 33]","[171, 177, 183]",18,BC
 faire reprise tête de voile BA sur façade nord après pose de la poutre filante qui servira de guide,['18-02-2014'],"[29, 30]","[159, 165]",24,BC
 faire retour isolant 50mm dans local chlore,['18-11-2014'],"[68, 69]","[371, 377]",5,BC
 faire socle autour canalisations chauffage au droit nourrice,['15-07-2014'],"[50, 51, 52, 53]","[250, 257, 264, 272]",13,BC
" façade nord, AI bandeau de façade relevé avec nouvelle AI = ancienne AS",['10-12-2013'],"[22, 23]","[117, 124]",16,BC
" façade sud bassin sportif, le bandeau est appuyé sur l’ITE, en console filante au nu extérieur de l’ITE. Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 35 010414.doc 4 Pour action Observations Prévoir un relevé zinc sur l’ITE. AS = de +3.33 à +3.45, AI = +2 ;96 fini",['07-01-2014'],[35],[195],4,BC
 fermer hermétiquement le parvis pour interdire tout accès,['08-07-2014'],[49],[244],15,BC
 finaliser sous-traitance pour réalisation béton désactivé rampe accès scolaire. Quid du fond de forme ?,['12-08-2014'],"[54, 55, 56, 57, 58]","[280, 287, 294, 301, 308]",18,BC
 fosse de relevage = -1m/fe arrivée,['15-10-2013'],"[14, 15, 16, 17, 18, 19, 20, 21, 22]","[70, 75, 81, 87, 93, 100, 106, 112, 117]",9,BC
 fournir le détail évoqué pour l’aspiration de fond en latéral du bassin sportif,['02-07-2013'],[2],[7],4,BC
 fournir pour le 16/09/14 la liste des portes avec les longueurs de cylindres à DRD pour finalisation de l’organigramme,['09-09-2014'],"[58, 59]","[308, 314]",13,BC
 fournir tableau des montants de marchés,['21-08-2013'],[6],[27],4,BC
 isolation en sous face de plancher haut locaux technique à ne pas prévoir,['17-07-2013'],"[6, 7, 8, 9, 10, 11]","[28, 33, 38, 43, 48, 53]",3,BC
 isolation en sous face de plancher haut locaux technique à ne pas prévoir SERRURERIE,['17-07-2013'],[4],[17],4,BC
" isolation en sous face de plancher haut locaux technique à ne pas prévoir. 01/10/13 : prévoir isolant polystyrène sous dalle sur terre plein. 15/10/13 : R= 3,75 m2.K/W",['17-07-2013'],[14],[70],1,BC
 la charpente sera stable au feu 1/2h,['26-06-2013'],"[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23, 25, 26, 27, 28, 29, 30]","[7, 11, 17, 28, 33, 38, 43, 48, 53, 58, 64, 70, 75, 81, 87, 100, 106, 112, 124, 135, 141, 147, 153, 159, 165]",3,BC
 la charpente sera stable au feu 1/2h SERRURERIE Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 01 260613.doc 4 Pour action Observations,['26-06-2013'],[1],[3],3,BC
 laisser les tas de terre excédentaire pour remblai par EJL,['28-01-2014'],"[27, 28, 29, 30]","[147, 153, 159, 165]",21,BC
" lanterneaux désenfumage et accès toiture à poser sur acrotère béton, ajout d’un chevêtre bois sur 2 faces + panneaux bois 2 faces support ITE + bois massif pour décalage lan- terneau pour compenser le décalage échelle à crinoline",['26-11-2013'],[20],[106],12,BC
" le plafond de revers façade sud est refusé, à réaliser en CTBX",['19-08-2014'],"[55, 56, 57, 58]","[287, 294, 301, 308]",20,BC
" le plafond de revers façade sud est refusé, à réaliser en CTBX. 16/09/14 : confirmer qu’il s’agit bien de CTBX posé",['19-08-2014'],"[59, 60]","[314, 320]",7,BC
 les surbots seront réalisés sur la largeur de l’appareil sanitaire,['25-02-2014'],"[30, 31, 32, 33, 35, 36]","[165, 171, 177, 183, 195, 201]",29,BC
 l’installation de chantier pourra se faire sur le parking existant de la piscine en maintenant l’accès aux riverains de ce parking. Etablir plan d’installation de chantier,['26-06-2013'],"[1, 2, 3, 4]","[3, 7, 11, 16]",0,BC
 manque un couvre mur devant local chlore,['03-06-2014'],"[44, 47, 48, 49, 50, 51, 52, 53]","[219, 231, 237, 244, 250, 257, 264, 272]",11,BC
 menuiserie alu RAL7012 gris basalte,['14-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32]","[137, 143, 149, 155, 161, 167, 173, 179]",4,BC
 mettre bouées de sauvetage en bord de bassins en eau,['18-11-2014'],"[68, 69]","[371, 377]",3,BC
 mettre en place éclairage dans le sous sol,['18-02-2014'],"[29, 30]","[159, 165]",20,BC
 mettre en place éclairage dans le sous sol. 04/03/14 : mettre éclairage dans les accès au sous- sol + coffret de chantier,['18-02-2014'],[31],[171],17,BC
 mettre protection autour parvis pour le protéger,['08-04-2014'],[36],[201],18,BC
" mettre protection autour parvis pour le protéger. 29/04/14 : attention plusieurs éclats de béton, maintenir le barriérage",['08-04-2014'],[43],[213],9,BC
 mettre protection provisoire sur acrotère en attendant les couvertines,['10-06-2014'],[47],[231],10,BC
 mettre éclairage en galerie technique,['18-03-2014'],[33],[183],19,BC
" mise au point charpente/couverture ce jour avec faitage à 5,92.",['10-12-2013'],"[22, 23]","[117, 124]",14,BC
 modifier implantation costière sortie hammam,['08-04-2014'],[36],[201],17,BC
" muret support poteaux métallique façade sud, AS=+0,00, épaisseur selon calcul",['01-10-2013'],"[12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25]","[58, 64, 70, 75, 81, 93, 100, 106, 112, 117, 124, 129, 135]",9,BC
" muret support poteaux métallique façade sud, AS=+0,00, épaisseur selon calcul Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 17 051113.doc 4 Pour action Observations",['01-10-2013'],[17],[87],3,BC
" murets supports des poteaux métalliques façade sud AS=-0,10 avec TN=-0,15",['14-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32, 33]","[135, 141, 147, 153, 159, 165, 171, 177, 183]",21,BC
" nettoyage des extérieurs à réaliser, côté plage extérieure",['22-07-2014'],"[51, 52, 53]","[257, 264, 272]",18,BC
" parvis au droit accès infirmerie, recouper libage et passiver les aciers avant coulage dalle bouchardée",['14-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32, 33]","[135, 141, 147, 153, 159, 165, 171, 177, 183]",20,BC
 pas de prise d’eau pour mise à l’eau PMR,['03-09-2013'],"[8, 9]","[38, 43]",10,BC
 piocher 80x80 autour siphon de sol douche personnel sur 3-4cm d’épaisseur,['01-07-2014'],"[48, 49]","[237, 244]",11,BC
 piocher sol local chlore,['18-11-2014'],"[68, 69]","[371, 377]",6,BC
" pièces accessoires de toiture (boite à eau, DEP, …) dito zinc",['14-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 56, 58]","[137, 143, 149, 155, 161, 167, 173, 179, 185, 191, 197, 296, 309]",6,BC
 plafond en pointe de diamant uniquement dans hammam,['12-11-2013'],"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]","[93, 100, 106, 112, 117, 124, 129, 135, 141, 147, 159, 171]",11,BC
 plafond en pointe de diamant uniquement dans hammam. 18/03/14 : la pointe est au point haut,['12-11-2013'],[32],[177],4,BC
 plan avec descentes de charges pour le 10/07/13,['02-07-2013'],"[2, 3]","[7, 11]",1,BC
 plan de réservations sous-sol à transmettre à DR pour le 20/09/13,['17-09-2013'],[10],[47],7,BC
 plan du podium intégrant le JD remis ce jour,['11-03-2014'],[32],[177],24,BC
 plans MYRTHA bassin sportif mis à jour avec regard de fond pour le 17/09/13,['10-09-2013'],[9],[42],9,BC
" plans Myrtha bassin d’apprentissage fait en attente diffusion, bassin sportif pour le 23/08/13",['21-08-2013'],[6],[27],8,BC
 plate forme des plots de départ en RAL 6018 vert jaune,['07-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 56, 58]","[137, 143, 149, 155, 161, 167, 173, 179, 185, 191, 197, 296, 309]",3,BC
 plate forme des plots de départ en RAL 6018 vert jaune Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 62 071014.doc 6 Pour action Observations,['07-01-2014'],[62],[334],0,BC
 positionner le panneau de chantier rue Alexandre Dubois à proximité du portail d’accès au parc,['21-08-2013'],"[7, 8]","[33, 38]",3,BC
 positionner le panneau de chantier rue Alexandre Dubois à proximité du portail d’accès au parc SERRURERIE,['21-08-2013'],[6],[28],5,BC
" pour le 29/10/13, début de pose Varibloc et échantillon béton matricé pour validation",['22-10-2013'],[15],[75],8,BC
 préciser le niveau de la gaine traversant la zone sanitaires pour le 13/09/13,['10-09-2013'],[9],[42],13,BC
 préparer plan de retrait amiante,['26-06-2013'],"[1, 2]","[3, 7]",0,BC
 préparer plan de retrait amiante. 10/07/13 : à diffuser semaine du 15/07/13 Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 03 100713.doc 4 Pour action Observations,['26-06-2013'],[3],[11],0,BC
 préparer plan de retrait amiante. 10/07/13 : à diffuser semaine du 15/07/13. 17/07/13 : diffusé le 15/07/13,['26-06-2013'],[4],[17],0,BC
 préparer plan de retrait amiante. 10/07/13 : à diffuser semaine du 15/07/13. 17/07/13 : diffusé le 15/07/13. 21/08/13 : délai d’instruction expiré,['26-06-2013'],[6],[28],0,BC
 préparer projet de compte prorata,['21-08-2013'],"[6, 8, 9, 10, 11]","[27, 37, 42, 47, 52]",3,BC
 prévoir 2 attentes en plancher de 80x80 pour passage pour mise en place gaines de ventilation,['07-01-2014'],[24],[129],16,BC
 prévoir constat d’huissier le 19/08/13 (comprendre la rue Dubois jusqu’à l’emprise du futur dépose bus),['10-07-2013'],"[3, 4]","[11, 17]",3,BC
 prévoir costière en sortie toiture pour extraction hammam,['18-03-2014'],[33],[183],20,BC
 prévoir dallette béton sur local chlore,['12-11-2013'],"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33]","[93, 100, 106, 112, 117, 124, 129, 135, 141, 147, 153, 165, 171, 177, 183]",10,BC
 prévoir dallette béton sur local chlore Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 29 180214.doc 4 Pour action Observations,['12-11-2013'],[29],[159],5,BC
 prévoir rebouchement percement chemin de câble dans zone vestiaires (devis),['24-06-2014'],"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[231, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308]",13,BC
 prévoir regard PVC pour amenée d’air galeries techniques,['25-03-2014'],"[35, 36, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 62, 63, 64]","[195, 201, 213, 219, 231, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308, 314, 332, 340, 347]",15,BC
 prévoir regard PVC pour amenée d’air galeries techniques. 23/09/14 : mettre à niveau cour an- glaise en façade ouest (sur rue) Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 60 230914.doc 4 Pour action Observations,['25-03-2014'],[60],[320],3,BC
 prévoir regard PVC pour amenée d’air galeries techniques. 23/09/14 : mettre à niveau cour anglaise en façade ouest (sur rue),['25-03-2014'],[61],[326],3,BC
 prévoir une réservation 400x400mm en voile d’infrastructure façade est pour ventila- tion galeries techniques,['19-11-2013'],[19],[100],12,BC
 redresser tableau du local chlore,['10-06-2014'],"[47, 48]","[231, 237]",11,BC
 redresser tableaux du local chlore. 08/07/14 : calfeutrement après pose du bloc porte,['10-06-2014'],"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]","[244, 250, 257, 264, 272, 280, 287, 294, 301, 308, 314, 320, 326, 332, 340, 347, 353, 359, 365]",8,BC
 rendez-vous avec NOREADE le 16/07/13 à 14h30 pour l’implantation du réseau d’assainissement existant par rapport au futur bâtiment et aux talus nécessaires à la construc- tion SERRURERIE,['10-07-2013'],[3],[11],4,BC
 reprendre limite zinc / STO sur angle façade ouest côté nord),['24-06-2014'],[47],[231],14,BC
 reprendre réservation « biaise » dans voile infra structure du local traitement d’eau,['18-03-2014'],"[33, 35, 36]","[183, 195, 201]",18,BC
 réaliser cunette avec PVC en négatif dans dalle du local traitement d’eau,['10-09-2013'],"[9, 10, 11, 12, 13]","[43, 48, 53, 58, 64]",11,BC
 réception support avec CABRE le 03/06/14 à 11h00,['13-05-2014'],[43],[213],11,BC
